ETH Address,PRL Tokens
0x15E5B120FA46e86770CFe5Bd74454B8bFa4E83e3,2984.969799
0x80678d49f8ef7aFd19F168A7931aeEC365387A04,35.11729175
0xcE69929dea1Bb6dE0Fa632F0730E474e94232697,3371.260008
0xAD962E9F606f7a3f2771f1Df9e00b7E90852ED2B,3195.67355
0xc6F004E13340ae659F5a731aB0f3D37aD0d35147,6005.05689
0x7f337E0756Ede5b68BC2778e47060518d26A76BC,6005.05689
0x92D70F455160F5d822b03e393E90b4caacB22db9,35.11729175
0xC3Eff41E0676a2e28C506355e503466d481B58cB,1896.333755
0xDF7d8e7f0556820593aBA352fA860Fe8711f0c9f,1193.98792
0x960084b2F3dd53b5281Cb8e56Dca910a97915010,3195.67355
0x0F3f53945129ABEA28Aa1969a179F8405CC2Cded,3020.087091
0x43584b7B3cfECD81189523F11dC9a0E8337E3D88,3160.556258
0xf649FAFa6c7B1DE7d5e5D6202B2cFee9f2087612,5478.297514
0x5F19B49693f2C537226c1c75AE0F2881795E43cD,4951.538137
0x0F77E3A9A26b337256872fC829b46439735Cc037,1334.457087
0x1e00e694fA2737A8591a0Fc8a6385833e6feFa5C,5478.297514
0x711e7A3a04dDA95aB035567De5F871169580114c,4600.36522
0x3b0231d42E7593cf8c9dE9Ce0BaE34C4724ea9f0,3125.438966
0xc79AB1cB52c8c6cBBc7e8992d78037A3b5D75C35,4846.186262
0x9baDe2672149119afd0b0f35E2Fef89946dDdE0f,3371.260008
0xeA7067ceDB67c19B3A45B0fa34AA93e6e3308eBE,5267.593763
0xd0A9Be491CD455494763F9412BCBC3190daE50A7,3336.142717
0xe3AFA1F0fc41Bcc669DC59907414243a679b64E2,6005.05689
0x7d91c3Df49822CA82519c6D641d4C40fa60E200D,3441.494592
0x298fAE9446fFc867AAe2eC95C9D0A31C31573A3C,6005.05689
0x6F626639efF3da66Badda7D0df7433e91Ea33e22,3898.019385
0xF3b7f103a59B33d3C1659Bb2481e0b57388D9Ae7,4073.605844
0x9916bfdF889dBf113336Fd2F73cc60F48f455f3c,5759.235848
0xd1a94FbCc4C85F8453A355Fdb4a50490ABbfb66a,6005.05689
0xA5B71d2d5a98034710641D6Fd134d90f3a68456B,5478.297514
0x10Ca552a3dFacbDe6b91bd0f92eBAfAE4160a28e,5934.822307
0x7dE6729108fE966FfeC312F6b6555CbE8891FDBb,351.1729175
0xb623472A00418b5Beb57E3e662382ACc75654Fef,5864.587723
0x8f1de18Eb7a952DC10dcE1D0cA4d7B77E119cd32,5653.883972
0xc6E6F5fce7Fee313a159D6BAad3209Ee4c027969,6005.05689
0x47Bb7b32aa66986c2Fb5F4AFb26AEfe218d99D02,2739.148757
0xBd503712a83FC84faAC713AD81403544022155F9,5969.939598
0xE3e67bE90CC1205da41b46dbA4F67b39296347fB,3546.846467
0x4cee23a86A414086bB3b76632A3b703C5c71a7E6,4775.951679
0xF223C5FdDC4c88Ee0F1dDE70456CA5AEeE243961,2809.38334
0xfA5557E97e0EAe59d2ef17a1429E71dB717739b0,5934.822307
0x6d674eEfd04792F63f80BB20B1950d3BA41d8Fc9,5127.124596
0x359a355D74a83EF447123c14a4e15cbaCF9a6a28,3722.432926
0x8C94705F35638fbdaDC9C0a2C7F8E6067Dd299ea,5302.711055
0xAa251b2106a4A73D78BB3d6c7Ae189Aff7733ba4,1966.568338
0x370bD35881d11d3C5092D3baBea6F28b2420A16B,4775.951679
0x909a7698e70eDD8539f45349F4301Ba1a67b2ECc,6005.05689
0x6B708EAeFf9De37763eFFb83FAF1F37ED4C55A87,5302.711055
0xf334d9CfB23A12c2bF472837a4f3257B6D069b4f,6005.05689
0x48Eb6934Ddc194CbbAB137A474A53973043EC5B7,2107.037505
0xF486F800Ea0d4A29Af94aF400c8802BB0C39C076,5197.35918
0xc890f4632DAE3D01DB77c37020A938200CF981f4,35.11729175
0x6817A548EE18a1b9A152715FB3F98285014A2601,2036.802922
0xeDa3ce39915150a98Fc32cbb5FA1373efD3Ce10e,2844.500632
0x4b0b415ea01924BE143a22e60829195F984E1966,5864.587723
0xc6Cf0F9E2FECd9eB31903e2ce871544EEecC7638,3581.963759
0x01a1E71821D04BeE22Cf17bDAed2Ae9520a0B5dA,2317.741256
0xd5Ff3D2a365aBCfB502A762325AAD40B78811995,6005.05689
0x6449bF204E8b0aDBe3b5e2d38CB7803b93Ed5155,1650.512712
0xAF82eED64bDee62C02De70C5a53255C9Bb1049B7,2914.735216
0x5A0013E5fB3D55C57775B0d14AAc6a1683362973,6005.05689
0x45dDDb239E6ff3E1839F7e7040A846284118aDCE,3195.67355
0x64C99089aB322404b0523c302A429100004cF143,6005.05689
0x24bf5f007e4B06f5777C460Fb02D3521c1B521A8,5899.705015
0x0FFa2B4178d928AA9311d5a049cb1c6E256e1589,2844.500632
0xe13c0BDB780b01F1C816b0b601FCeD908cBA42b8,5653.883972
0x1b502373275De30C5B003BD806D256B2e5E688D2,3195.67355
0x8d6536C2A042b6baCe9023e4F2050D49A67091a1,3195.67355
0x83E73716268A5aF7ECb51a668cfA353B45359171,2493.327715
0x9ceC11c512478aA219E7F5cA044F5802b7F21191,5302.711055
0x5a4aC140a8B6116D8D7a5c1aa52F09eb329b51B5,3406.3773
0xe95BAD0D7a8d503348366A7A652616c5aa81D42b,5934.822307
0x5f97F9eE5b453082eDcdf0e39A68Cc2d5Eb25CD0,1966.568338
0x63b71209aA57B5AC87B0aD43BCb43Ce5F5cF0aaF,3195.67355
0xDFf8E9656aAAA700C6b4B24C919a74bd60399947,1966.568338
0xeCbD6444e2f3458F39735A7AdcC13F2B866142Fc,5513.414805
0x7D6DF8556AFEA421f6FE82233AB0Bc9ed8A509f5,1790.981879
0xb6A1F88AE8AC711a43f1cC2315bD7F11bD0a3038,1966.568338
0xeCF50FA02188c92393ebD3F3afFdFaE84EA679Af,2739.148757
0xDe250e80A7B266922132AB296A2925f8305487Ad,737.4631268
0xfE973081E337BE2b04c69B9018BFC787C89B8809,1966.568338
0xdA2759C9D8B3fEA3dEBd149F79F4A5fA31c2BADD,1088.636044
0x382204a450bc7A436e27ce81B3b0490666B3723e,3617.081051
0xc076c1C52BfDBb15507102AaDA4473a039963F4f,2949.852507
0x47283889A0f27d9dC2FAe1Ac5DB5Cef7c7450e34,2423.093131
0xDCe8d04bbBcCd820776785409A55b8F3b05F0AF7,3336.142717
0x5D3Ba5dB35F772a39B31495eef872A573DFe5A65,3265.908133
0x0794c6f120331563516Ff2C0c425eeC81Ad45038,4178.957719
0x7bc1b970A9225E325511BdAE57722Fa6DA9Bd8fc,4073.605844
0xbE5e239CAB7E6caE599CCb542820a68e9D86e13A,245.8210423
0xAF9a09c64b4ebcbfe42c001b6c163A0d28a86513,4951.538137
0xFf0d1746B9036B925A4D40Cc3104a5Ce04413a6d,35.11729175
0xbedbB1641f0DA064F5081704bf2e44B1b97B60b7,3195.67355
0xA3D7dEdda551204ccB03Bd79Aa87824cC453b8dE,2458.210423
0xEd79d267dF29066476aEcA056b77F8bCeB8a4C44,5689.001264
0x9d0f536Dc95CDE0486a8708e1AF01A6e4a60e9b2,4811.06897
0xFC1E54770F8A9B43f72137A26b831e89FE86fA7f,561.8766681
0x03F2749462e1942C34B69Ea4bafd4d31812aaf89,2458.210423
0xa2fc55517125958A9de8B67Ea690db40569CD5f7,5302.711055
0x3d6e9461aa8476FF1E3636622C9736a6F4cB6da8,5653.883972
0x940ecC5C2aE76aaD7d4c90a839f3e1B57e72D861,561.8766681
0xC32490bAE8E818287dF24f9A294e80d2C526F0Ec,3898.019385
0xeEF25B39Cd2500eAAA5AC6f92C86edb17A436a7a,35.11729175
0x2D2c27b5a0ae884f976dBa8B1AF113ed81E28279,5899.705015
0x3633Ab2e36B6196dF1d1a7D75D0a56DeAcf067b8,1264.222503
0xB3e54b37f82F01ED03e31C34bA89cE4518866c78,1193.98792
0xBb0b48A25E9E0fc9238a92b83a31dCa872Ab25ee,561.8766681
0xb84093321Fa220179Ace363Dc9Dfa8E7685e7364,5653.883972
0x7d5f5Af2130985fe0fb5f2BFe38563ccFbEEfe23,5934.822307
0xCB9352cF5DCc70B3ABc8099102c2319A6619aCA4,5443.180222
0xA9F0986eE44018D671256FE6edEef6E8a0C00c02,1229.105211
0xC8c7576104BD1A7fF559bdBa603c9BFEB941Fe41,35.11729175
0xc615B0a7FFd3098A03EFc54192Ed4E2788d9590d ,1229.105211
0x21e70feE23868b5C84e3cFA093990cCC1Eb5D02f,1439.808962
0xf6e55A5C00FA3892066EcC4F43839618539f1873,1229.105211
0xb3A3Ff82C6f0Cd6a4119091Befc6Bb0999593EFB,2914.735216
0xAb05b147B471e7B7fBA399935b3cA5AAE6E35d15,210.7037505
0xEbD02feCA4374FCe35BAE1C81fB8fd305A4A106C,5302.711055
0xdD732364Db1EF1D8D22B41B539C606BC42d37a6D,4424.778761
0x136d44a5049cddbeC4D0B6923c4FE81f9C144E4d,5302.711055
	0x61dA2f396E5295020381c2f96c6B2A55d677CdAD,1369.574378
0x38BFD641B57BebF2fE152DA4c98Ba74e27411A03,2493.327715
 0x5fAcAaDD40AE912Dccf963096BCb530c413839EE,5337.828347
0xc2c9652319c054b3EF5f0435420ad66c3722ecbf,6005.05689
0x229C7B632C72a7EA4B8152b9e7C57c23400FEb0E ,1264.222503
0x1672BBf0b5f24B4D1ef155AEcBd3925864d4568a,3862.902093
0x0c8C4024829d2AeFE3b711b78f3852961661eb57,5829.470431
0xe53723C804eFDa69632aEB53EC6c41Ce7dBc8D2b,5127.124596
0xB6c4AdB5bE1630F85042693526D0e01A05005C33,3020.087091
0x92e7a667B86BAa164fE2f9ef18835f85091f028e,6005.05689
0x0Dc6E0bb14b58b88cd3005ace0C59Fe5957C9535,5513.414805
0xdd8E3B1FC8acEeF62c2aaE07ab6B39118fD38bC4,4319.426886
0x81c701Fb2103dcbde6ffD7755397da9561ebFa8e,6005.05689
0x5F3034c41fE8548A0B8718622679A7A1B1d990a2,5267.593763
0x9475170Ca7fAa73188A32647a8e5A87dE7885D7B,3968.253968
0x252Ec6FAfcC914e833D5596DB88F49A016aA5341,3020.087091
0xda96FcBb1772EFF76D52ce2E5B585e614F72Ac5b,3195.67355
0x9c29D669d0bA6bAE5d0838176b057960dE236Ecc,4108.723135
0xc9fC70444c2FFE34a8D022C0523ceB310A9922E1,5408.06293
0x0d9Ca8fCCB38A4403c6360cC7bC680CF38c62514,737.4631268
0x10A7ec8640956Eea0B539399b8536BA9cB4bBaEF,3195.67355
0x9e0d5f9aA0325774241D713F935cD1412874b63D,3195.67355
0x997F6553A67BeB77388a9a73cd30588E845BBC43,3371.260008
0xF5B5Ebd96330ba955a816892298893bD573B6A52,3546.846467
0xD0dF10a9968E2C4c4D5Ad5Dead6Fb38b99AfE5F5,3195.67355
0x94AB97941b0f9912e976FC57531896871985aF0c,3195.67355
0x1Ea8Fb629c19394064f345BAa85eCb0688EBFF4D,3195.67355
0xDD4dE244c1b24B8439339Ca38da56f805EAd3B36,3301.025425
0xC54280E821cdcBD43d2dBDAE4893E5cff5EcD623,4249.192302
0xd0cd77D8739044067EDb474B17100809C24d192b,3195.67355
0x050348722cb13211cC1961c6DFD9DC5F08A4b713,4951.538137
0x2a61FAD25921c84C6B379C7E27897bF699FBD348,5302.711055
0xb8a89204464CD74f94c1917b1db37ad1fcfa1D1b,6005.05689
0x9dB57fbf4eB1d7303B34098e61E098c265084189,702.3458351
0x77259B80B0b7EcBfb7bAaA675b9026fD3765F789,2036.802922
0x6ebE4f8cE58cd08b9834C0De6b286900b331C1D6,6005.05689
0x253b4B3ef9063b3aDC8870c9628Bbb68fd903f25,2142.154797
0x4B2B7665B4dFF1Bf50c35fC33639d91ff3821B3B,913.0495856
0xE99d86eBB30E0f96240fE934945017B29Be115e4,4214.075011
0x7C285652d6282d09EEf66c8ACF762991e3f317a8,5478.297514
0x1BaF4d642148F6FB07A1d1Ed5bA3763B4349208E,5864.587723
0x657ca68f29DE3e45A8103628F53b205C8E50c880,4951.538137
 0xF7559AC6C13733be852bae3018E1a8481730A1F2,6005.05689
0x991dE201896019C3F610fE13E555d0B9400746C1,1264.222503
0xAAdB2C462a98fB6c4Ddc055fa4A0baE6832076E1,5478.297514
0x1B4f9FdEf1D053Cc7919DF5aF15f26fB77cbe97f,1439.808962
0xB9Da02589a12e38F773b7B40D813a8123B274531,1439.808962
0xad9d0cC17E769f116f96DF037F912203bd30cb0b,2774.266049
0x0CEf1f28718B886fe05Adc5cb93f4f528d1C315C,5689.001264
0x5A29aEc11F14a739F8ab58Edf5269cA12Fb90080,5724.118556
0xD7622098Da7Bc8C585E3750500bbfB0C83B45a1D,5653.883972
0x015839cdfB6331Dfdc6964c6734734B4f1D3A1a2,4670.599803
0x04f72A5b94De77299FEAD165b159b7Be44194333,6005.05689
0x6D50EEa626caeCC03F6a587E55D4D9236c2D0E89,386.2902093
0xa46A17D5AFb230ddc2D492774B222960922d79E8,3441.494592
0x3A424C516ac25B4ec3Cf355Fc7D0F6531b46904E,35.11729175
0x6c8007f61C35F3744f15793735A798d6a52C8184,4389.661469
0x0D065f710fE4254e187818F5117DaB319fC4Bdb8,1439.808962
 0x369B5283d4C934867280778f8c211610F554FBBe,4951.538137
0xA7135cDDe98c2fF4C62C2b76332BF72cB776fF63,1966.568338
0x492072Db470a8FA75D3355e1eEe18B8B84d9F7C9,1545.160837
0x3F92abF3898921A6A9393C3BBE77B81D55c40039,4073.605844
0xe1D1340D90E97a96199942aB5Fe5b87670989631,35.11729175
0x9f4845A00E15dDBA01C75059A8eF1D781D5E212a,6005.05689
0xc4A22Fab7E946e4e01CC3A08107c27569729cD9d,3827.784801
0x2555844DABca25ED7A072CDEFa5fAf9747946a6c,4249.192302
0x3179f88ded783b02e0EA90D44cE5C584AcbD9F3A,1615.395421
0x75f23dD04D90B621eC9C17767806D9138ceD6CDc,3757.550218
0xa8BC9D555FF9f6F6833eba0Bb7334a8Fd526242d,4951.538137
0x164326f68a640ebfa187885324c704Ee306c3E1D,1861.216463
0xD935AC4A38e7BAE1B96194a99ABDFC5B91690673,5302.711055
0xEa783b2918806A9ba992c57e1Ed9e5331B3D006F,1790.981879
0xA28C927888a35E9952E196c582cF7357429739F4,4775.951679
0x94B4fe0426daa61486A2cca55702F7c8cB8b802d,2598.67959
0x83CB570090990f61ac051f2E25770A69B525b57E,4951.538137
0xa0774CDEcAa9b29f0B2faaC41f4e9d7E7079671B,4775.951679
0xb9bb10E9aBAe5feBe5B68162F03DdAEd9fE16782,6005.05689
0x61502FeDc97a9d0Ee4a3D6bC0a3b86dd2dd41b75,5478.297514
0x5505647dA72a10960B5Eb7b7b4eB322d71c04bBe,4846.186262
0xF302E820f23d159757f6F0D984100D2985076b96,1790.981879
0x4A891cA4f7402e56Da8DB04C9aa5F0B800df1b4d,35.11729175
0x17AD3d8FC464034Be87f53d984c8801E34fe16dD,2984.969799
0x41d3dd23282b15B22822159A1D08646375FF6F55,4424.778761
0xAFEdCE2Ca72053Aab0b1fFFe8Bc366f70E1F38A4,6005.05689
0x8986A6Ec15787af3584cdeeeBB95946b87914A56,5864.587723
0xA6A28Cd4b88818A1586A8F4f20194aaBa6e42208,6005.05689
0x114b58DAcD8176bf41e40b5931f7Ae04A01239a,5653.883972
0x861120d0aB7d675abe3BA44e7CfbD65ff093De45,6005.05689
0x01e6c7F612798c5C63775712F3C090F10bE120bC,3406.3773
0x0Fe8C0F024B8dF422f830c34E3c406CC05735F77,3722.432926
0xEFA2427A318BE3D978Aac04436A59F2649d9f7bc,5724.118556
0x98Da84B27c7f2419e8b3A42229dBD4679859589b,4249.192302
0xBF996C7C57C387cEEbaF2f57c492d84A6B43Cd4B,35.11729175
0xCD2bA98fA75B629302b3e919A49ef744EB639D59,5934.822307
0x690E099254539F6c8b78781A84C9262E0D1d05B0,3336.142717
0x9655CC9e44B31d3eC048BcD3090c4f7F708A26dE,1088.636044
0xC423CC8456A4eec8C4C08676EaF2dAfF2EedEb54,5899.705015
0x4003f499d2Dbce1b48056A0c4eA12c0D421EFeB4,35.11729175
0x63FC75Ea938D0294DA3CD67e30878763B0e4a831,5969.939598
0xACA8972697Cbd4A3aD6b53bDF9465cFBFfceBc67,6005.05689
0x6Bce2148d03E4cE04Bc802C423756A72851A44b4,35.11729175
0xa0aB82E710484FC137522AC7308031092E3fE998,1826.099171
0x16bcFcdE67f5Df77898820716D15E52493dF4D06,1790.981879
0x624440FFF9763cCbc5ae3E569eFc3458C1347b21,2458.210423
0x905CCb9A8D8a8C460D68dbda8b25643567c35768,5759.235848
0x1Bb8409507eDD61A2552854Fbc545bd8f662120F,6005.05689
0xbe065A817a5Dfc49D878BE3f499C95e0e51Aaa57,6005.05689
0x491cF7629a2397Eb738A120fB13FA44BDBDc0E44,2668.914173
0xF416cd92b975a37E6e6BDf01389B2984324CA492 ,35.11729175
0x2Cd6DF1B5eE3892b36C36c5E66B3C8baAc6e9AcF,4424.778761
0x19CDebDD7b246beF1AcD1Cd7ef32C416722a21F2,5653.883972
0x38ddCf0b354E9B8eb9D3071fD8a88aEEb5F38d2C,5267.593763
0x8374615f692Af0d1Eb247cfF015aa71Bc4628627,5829.470431
0x3753AB138a79CFBb0c7f704985dd8E0887561501,210.7037505
0xB95390D77F2aF27dEb09aBF9AD6A0c36Ec1333D2,4073.605844
0x00d97D7f128D251Cfd3Bd638FE300Abf3037C736,5513.414805
0xb9B03611Fc1EFAdD1F1a83d84CDD8CCa5d93f0CB,3020.087091
0x6492346BF7f21fa5873BeAD8333a42B51E02F7D6,6005.05689
0x1FC6523C6F8f5F4a92EF98286f75ac4Fb86709dF,4249.192302
0x82836e3BA4Fa55e109b5c5490B2E5551Ca250DEc,5583.649389
0x4beFefCAEc71E5603f7A2dD59C3827Dafa328e1D,3722.432926
0x696577b133ec66cdB4026E91Afc8f2FbAAAA2783,4249.192302
0xfCd20240e4eac2F59c5065687d21E930f5102C5A,2001.68563
0x0f3FBe0b6AD590b3d761F53581c57766200f8EeD,4284.309594
0xc3Aa57adA460BC23d1D645d2E026918A8eB7ea52,6005.05689
0xe3D8a8B4a4aA87d11AF9307c95DB5DCD3C5F2841,3652.198342
0xa7802Ba51bA87556263d84cfC235759B214Ccf35,4249.192302
0xe80bf5CaeCf42B06248e65F31EA05eC85262a6B7,6005.05689
0xD34e2dD306D73a4775Fa39D8a52165CEFA200fb8,3336.142717
0xB2ed6A4Ba50B0998b102BBa24963C2E6cfc9c043,5969.939598
0x152Bca92bB7ae1024a6f77270B6ED752F12d8Bd6,3862.902093
0x4Fca940Bb828D8323ce59FfF04CA20F83ceD4e5c,4951.538137
0x55a3fE9289B8DA8207B3b4834E195cD573Bc2076,6005.05689
0xD3E317963e59D10ee190AB348C0E0c993339d0c3,5724.118556
0xF39ad0825a62b959D5e4Cef4Ae266b0861Bf7564,4424.778761
0xA418A6b662900732370Df6031B68F28Ae9210804,4249.192302
0x84Ad7CF6939768aeEeA562Fb4744fF1beffDD13c,210.7037505
0xEf66e3550569b1E22116cf6c315c40D86D373211,1510.043545
0x90AaD56Da23a48591D79a9873b3bd4d9E2DDe91f,6005.05689
0x635683Ad76DE17a974a4bc5adD73477E508DD922,2844.500632
0x4775AA9F57be8C963eB1706573a70cCD489e1c45,5408.06293
