ETH Address,PRL Tokens
0xf34aAf93A7f7d33D73BFD83A067264dC351C4955,386.2902093
0xcd06493110ec2DECDd723C3E3Bf122D77D9A3D6c,1615.395421
0x8298f61E3D7588887719f1bD9f83C2FD36d4619C,561.8766681
0x43130148060f177c78825cBd5a0d0A18879b18Bc,421.4075011
0x056100dD8b7B88795699c121EAc4FC4b6092c3B5,2317.741256
0xbf540a5db97213dA5E81C0A6Ff196CCA60d392E3,1439.808962
0xdC874541CB6d8F37338575E8d105A054007eA2A2,5653.883972
0x067be47f0D4B8380ff41321e0911A66b2b1f893e,210.7037505
0x0B92db394eC8368aE1f1622ea48EfB23be1bcD93,4775.951679
0xe33155983320014e8b38CEf445Be3A669b606b04,5478.297514
0xd66c5E5C2d88AE487Dc0A2337413010A12f36EE5,1439.808962
0x81e115C0B50AcF03Ac8446bfe8Ccc67D1242b89f,5478.297514
0x085DdA9064279c575b51B1A15282768387D1BDDD,5478.297514
0x0035b2e3BD2a7A087EE1328bF4a37e57720A4965,1439.808962
0x186aD377a477a311E25AA551fEc61f2ef6dda58E,1615.395421
0x7B2788bd6CF36224437e13901D2326b24B88c5c3,3722.432926
0x729796F7562030b0fd1aB854F902C1bD29947350,2844.500632
0xE02d54DA3BD0566E0e816176435b5D6864bEa4Ea,1790.981879
0x721d7a32cD5c60b035F2F3669ee62C85F1351240,2317.741256
0x78c354Eb226B02415CF7Ec0D2F6F85e111dc5D0E,3020.087091
0xd9b368BBc477CFada4C4ae83B0f4C356c9A8Bc93,4775.951679
0x82a4eD7e20834b14ccbb211F438cd0F4d65539Ef,1088.636044
0xdF0D80fB6eB6B6d7931d241677A55782a8Ab24bb,3301.025425
0x824aA636F944a939CeCD2E4EC8CF7531d9d4ceb7,35.11729175
0x12be693054c534B2A03f65294a644111cbd02069,210.7037505
0x391FBB990900cCcac5fa7E96F01211cC93cE2840,2739.148757
0x4C648bda6f88F9a5793dd1627c0b45dcC9b0E785,6005.05689
0xf8C854B77ebC0216786215Bd1FB4cEca5800DC9A,1264.222503
0x1CcE23BcD3354b4da35150B0D3014776C0661AAC,35.11729175
0xCB81476f81d030Eb958b718b2C637Bd7DF9D326D,3020.087091
0xE64F98705F7e0c447441A78a3287237176bEf13b,5969.939598
0x5AF12557F63145357a5752f861BCF7F27B3EDd3E,5829.470431
0x5b716e57e477E4537133B9767c9EddaB9457dcCC,35.11729175
0x996B4b05E5e7E7049c6Ca50F004FFE7515062752,35.11729175
0x05c58fb41C826db1384376Cb19176f9BB29FC4F6,5653.883972
0xfee44660FB9dB688Bb3c6eeC10113faA7722161E,35.11729175
0x71211E1E4da5C6D1c80114528f9CB0BA3A2A79a4,3371.260008
0x1a97f8Ba9746D5d58aD2CaB9A9B895C80F45E536,3195.67355
0x6bbcA7eC455805D101a6b046e35aCa984AbD94B9,6005.05689
0x4a153f7db7471221c08b8533161bD31b788B3c85,3195.67355
0x36e4E88Da03f022766814bB1036852a3Bcc1782e,3195.67355
0xa197c66Fb29637069E9CdeF0C417B171bb046758,3020.087091
0x16D709F46178D74986EbF37DFF276b25c5d61B0e,35.11729175
0x6cEeCF9d79045eA583e0720658a7c5709D6aEe7C,1790.981879
0xad0F48748b02cd49d3b48051AD0fDA063F21A958,4424.778761
0x0946903bC1EDbdACE425885C9297130E7cf96a3e,4073.605844
0x7081b27bB5505d8b21BCD9131d07D3924e9F961d,3476.611884
0x15b334B8A6b355EE38ac5D48A59A511949C04961,210.7037505
 0x0FEF4e3474010c863a2d3471DFEb5460F11307cA,3230.790841
0x74508b89E5d59C04b63b32Dc6A62700DaA027543,4600.36522
0x1e3A24Db13EFE5cAd56d19a798bC5B1551b236E3,5934.822307
0x14e141b1A80963171a86dB0Ee77cB533cFfa66A2,35.11729175
0xBe4DD3F61Ec61383B58Dab7feE6015333bC8d63f,6005.05689
0x4a977beecFC59e754E96917e592662c1dB82ccA6,2528.445006
0x2FD5bd3bAdC54866065425Fbe89Baa26e6Dff956,5724.118556
0x2D89a930B44c397Dcd2006b64cA9a2aBC9992c0B,1439.808962
0x64F9706Fb189807c3e64F3e4228b36005eeAebCd,210.7037505
0x5C35450b96e8Dbc25Cb6f967F249441322097721,5653.883972
0xA2FEd2aabD88De45f4D8B93dDA9f1c7C14074A59,35.11729175
0x0ce55CE98Ba75A251722aDccDe62f64E9Cb965FF,35.11729175
0xaB60bCC2d56910d12654692b74E9f44Dc5A7faaF,4389.661469
0x298FBa3A8ad01AFe85d65E38036f696483a018cB,5653.883972
0x2a1E041D67e597D8e72BB3725C25d9fff97B8691,3827.784801
0xb101dC14C6012D4faC2025a8f1Cdd4Daf1D9F154,5583.649389
0x334017535C5229f5f9Ec340944bD425534A05FC5,35.11729175
0xD25e583CeA24B5B2B1527503BE11D23C3CB325eF,4600.36522
0x1f45AEbFA7B55CF657Dd932177cDc8B38248944d,35.11729175
0x5F0a23898518f5ccF169846Bf366bB29952fc538,3195.67355
0x92Af96D66a3018EEb8466f8B4e2Eab776D00E316,5794.353139
0x2e9f5Ed4F67298253d6A58e2edBb96F5fEfab29b,35.11729175
0x17207D7F1a4DbbB6dc4a81d64F47EA275f7938Fc,35.11729175
0x7F583B85eA46ca0835928a5ab525940F54FABF32,175.5864588
0xFA410CBf8064C8343497883Ae3BCc86977307Bb3,2668.914173
0x988128a546F59084178E57B33A7922aEbab9Ee7e,35.11729175
0x0C12645c5c02614E7431F92C64a7a216eCe222fA,35.11729175
0x779Bb85e394167b2Dda9D054Dbe7fC1ac77b62eA,5653.883972
0x158371613F9d7CDd0E117a2c90cd65AA6fF7814A,3898.019385
0xaC4dA19C891602fe788Be2366BBC47635A37A95E,35.11729175
34b90846202704b3420d0f6aac6d0c90ca49fe834cd7524812c78967591b1f8a,2493.327715
0xEd00f3892C3aaD36AF7E7a533eDd9A1f5A11655c,3933.136676
0x58d2454B44c05A6BdCDbD73C70207EBB197C7115,3371.260008
0x1fB0E6F76DD297f2D73fcaa2C5C8002c40000E60,3722.432926
0xaa635aC795dC8E8DcfEcD3f9B012c6Ab825C2517,35.11729175
0x1D6E8B7bCaD1C2CC89681A78AB95A84CcE3fD77d,5267.593763
0x1277D142847Aa24421E77Caa04e6169b7A7a669E,3371.260008
0xBB42d43001E72B2BF215676E86B667Ed819ce9Ba,2844.500632
0x5974eBA08da40d634e574B8A22476CF8C26595f8,2844.500632
0x9fB63AA745daa51057D1c1CC0e0c76F8ED91cAd7,2177.272089
0xE9e738F92fcf9Bf297d7Ff34f16A45aE7934CcE6,913.0495856
0x0Ed13B84FF650acE88BC8eA48eB86C6fC4269215,913.0495856
0xBA05c0D2dd0e1C2bf5257B93341148504E4ee7e7,913.0495856
0xfb56b960b3C07e2b86768089a6CBBCb19D9F7B70,913.0495856
0xe18e2fe9Df99E89edbCf8C345776Ed351d0a444A,913.0495856
0xD75182459d7cCDf04F0D95A881bB07bd286017d8,913.0495856
0x09a2B4f1Bb6Fab210F1D57A576Efc5c0b5E9EF5E,1088.636044
0x1e4073CFCE8D303fA7c36117d3423Ed1bD7E4E2c,35.11729175
0x924b6A3c4C9cC080D39cbCEca07e73811415E83f,913.0495856
0x648E2281541A15AF7ff1f08e96bf2D8E85dCFD0c,913.0495856
0xD7e1eC4F602fd0DBe90Bdf5cfb42c7561e9BC38E,913.0495856
0xc60704b19523Da0473324c9CCb687eDBaa4436e7,913.0495856
0xEE7ecd1c9A8d5d319ba0878Ed3a510F28410C7a8,4038.488552
0xfe5C7DDBB436eD0F8be3A44c1300A64FAe883e33,35.11729175
0x60Cc6D013F32e40b80Dcc1aF24ABEe3A1966CA39,5689.001264
0x9A0953211000E91A6A147a127C28709DAef21AB6,1088.636044
0x13F0c57A2532144dcF62a2Ba152b2D674B44eD53,35.11729175
0x627c8E217C36e2C5c2734884cFD0710c13D402b2,2493.327715
0xe43dfC9A3358af0cf20f4F4b42e379c48E4d8a97,2668.914173
0xC34E7afE63c3AB13CC80dfDe73cf183dC0eD96B5,2493.327715
0xD291Bfd2b1D7c029bbd728aE924295f6177a6183,3371.260008
0x911deC428A16eb149780f8A1085b72072bf81DB5,35.11729175
0x224135b29CC913a310C5E8C626afACd4A0C9Df2A,1790.981879
0x6C0A68B7F7E48f373d4CD0f0c253a7B5509EeB0B,1545.160837
0x7E6d0d997Beb56F2fff349E5c78ca97b87D2eCD2,2177.272089
0x810b24fcDB0091F9042CDCdACf016c83BE4A5634,3195.67355
0xE4904748c747Aac8b97F80397dB2F7fea8Ce942a,4073.605844
0x2F76D94f335A6D20C0C0475bEdCebf9528DEcED6,1264.222503
0xa57dC6fc2c180771a4acC452736a3c30BF7Ccb84,1790.981879
0x7aA69108B14484eC692a41576856745506c2CFa4,1650.512712
0xd42668CF5765945BF241387564Bdf2D5679C5C3E,5302.711055
0x222520f74355a8A406b0EC3Fb83DeB01f18489dF,1790.981879
0x49B860CE47DB37Fa6005ED7a23D70b00409e13e7,913.0495856
0xCe20e0ce916Ba26e2BC7f91fe82ab5a95fA5c80d,3371.260008
0x453DffC6dfbC4D228759d19e969902d2BBF31bb9,913.0495856
0xDb7Fd4f6A799ED73A3f72Eb42C0Cb52d9919f5d4,2317.741256
0x172616795B6ff877690ed9a4308A866084821D02,913.0495856
0x8F1FbFDF3aCc86d8BBf2f7c851A0BC130b782949,913.0495856
0x314f37De56C01CE1eF91DD77bd80D6B1e331EEEf,2844.500632
0xFb8fc3493786AbC7054c5d264E6C90863dF9849f,5127.124596
0xc297dC9F428735e51821923F7E268E276fc96f0b,2493.327715
0x51C35Ac736eA04be3D94934364Ccb3f4DdCE6A1d,3546.846467
0xaCCaB7eC5339cd01BDee61330747A49FcF54f528,3898.019385
0xF34ACFa594210F6B9D9D86a087f784901C180a5F,6005.05689
0x2f96E93454A51dDA117A6F6b9d77dD7476531318,3301.025425
0xfc0b0D5bf1DCaf144DeB85441a36623F39fAFe54,4951.538137
0x15B600Ef7E4Ceab6E6B23bae5831C6e123Cb35e5,1264.222503
0xd5ec02e2c5f0Ae05cAb8AfC88B2519C9d4D6ba0A,913.0495856
0x86Df0A75641b0Ae5a2a8492a289376F14519Ef01,3827.784801
0xfFD3cce0BB5669763E84DB89e9FD7F0854E7FD5b,3898.019385
0xBE662f22c7e8a840974B5a37ABD01d82F23Cb76A,2774.266049
0x890A20AA257eBa3650f965343E731F3b2bce9036,3371.260008
0x7F2B55C51F155EC32123cA3db86A3A81966d8335,5127.124596
0x0252300858333c03f13a2a841e967c23e08B26Ab,3898.019385
0x0f4c9b2EaA55D960f4Fc1fd6d2Dbf04C5603a331,6005.05689
0xfd052EC542Db2d8d179C97555434C12277a2da90,3687.315634
0x97E1dd2Bd279E521aAdFFe29586F0c31f3827496,3230.790841
0x0190a8cB265bdba59f4758C26e17ebAA56b0DDf4,3371.260008
0xD4E3cd72F753F5Ef462594F3669ed6636817AD16,6005.05689
0xa54AEDd572097341786943Bd8E47Bee42a7b7F4e,6005.05689
0x00FA33Dfd6af51f17Dc48aC192C493519E2A59a4,6005.05689
0xE9ba606839c15e6653707a5f4B114b2a67aC682b,35.11729175
0x0099F3A13eD29Acf6EF37533326302Cd10993de3,3195.67355
0x767890A69bD4DDD5e498aF23D6E92E19E81e466E,35.11729175
0xcde7cc28967DFA6ce057624DD71451e8bEAC76B3,5653.883972
0x62C795f9543F5AdFd167B5a7fA5bdDcDD01E0bb2,35.11729175
0xb3EF4184873FF842a364A15CA15e61a28F51F452,35.11729175
0x5CDCaE1E623858f2ae961142c55500C8b3A13978,35.11729175
0x008cd39b569505e006EC93689aDd83999E96aB12,2493.327715
0x905fef3B6051A05842999D8fC47591751D60c621,737.4631268
0x33DeC5EBF2C5775E179fDD81D28C70D87281C23D,2282.623964
0xb343d8546B350132a825bBaa0be8790C6e1e83d0,386.2902093
0xFfcD4AC9de1657aa3E229BE2e8361ED2C2aab60b,2844.500632
0xF26A55ed2bcDEf30f8582b8EADB3600dA4397190,2528.445006
0x84D5a97Fcb426F13f2aeae0F3d339F1dFc4A8379,35.11729175
0x72e455386dF5Fb98B5C73E178FF8d16B6955bd10,35.11729175
0xE4D3DF079FBEF6529c893Ee4E9298711d480fF35,2317.741256
0x80E9f7D869aeEa9B74E9429361A3010CF52b9105,4424.778761
0xB1a7FEf9bc1a4A00bE66786B9101c6D02EF99CF8,35.11729175
0xcC88Ab59637349997dF73b5E372260e6B1607c49,3898.019385
0xD9b3e3E5Ae5978Ba2876c1A47cf3AA2b215BF56b,913.0495856
0x16D1C5fd1adCeA5AC7E72bADcc713Ca9dff09f7e,913.0495856
0x0a444AfdF239B0C481407b6c2C0F7fa2e1082Ea0,35.11729175
0xCaADDD51315832b2d244D3DdA1ba39161471F36e,4530.130636
0xb06d93270472390B53b38F9eb967889aB615ADbD,1720.747296
0xE80CF9a01857Ec50298D8c32241d9d6109D16f57,35.11729175
0x7452f4074605Dd376A46A9fb664843447194dc2f,1229.105211
0xFB62A2744EBC69C375eA1EefCB7aDb5C5F661065,3546.846467
0x756BE2f6d839F570760a758893A7E26f7Cb850B8,3898.019385
 0x608D7cf00505A3CcF5faF2656B785c5102433E8C,1088.636044
0x9f4Af3ED1de3CbC3233A9e43Fd13c13758a3a6bb,3827.784801
0x7DF842fa03e8D8271d7aF5Da123FFD0cE7aeaC6d,3652.198342
0xd7BddE7770983e14987C861087609b2DA3293607,6005.05689
0x45bf30De8802cd8d732796C4772B6B9036ae84e7,5829.470431
0x53B5224834FE8C9313404632E9D8bfCE911Da700,1861.216463
0x20426f0298A235f234Fe58e77488853656fCd0DF,913.0495856
0x382940F956c5Fef3fea448944Fbb44778CCcDAA1,35.11729175
0xB3ddc00a26F91B2C61C400B90Fb5265b7F7DE088,4600.36522
0x544b1bCFecB1443e07d8b616d1C01B83b6C76DAc,386.2902093
0x6Ce2aeA363b2BB0d09883AFbc08Db2e356Cb1F7B,386.2902093
0x068b1BE2Ead702485FB3C7C04b1e127A0AA7D56E,35.11729175
0x49F4364036BCDAb6D05ad7a53B2CEC959Ec6Af32,175.5864588
0xB003642a033e467fBCacD6b877a0e8d67E6c8D66,35.11729175
0xb1aF3d542A32B28543c8F271326AD9B9a1c427dC,2107.037505
0xD863012D69C7eAa647a48f4fdd4992a3B50a8412,6005.05689
0x2C7Fee4B264223B95A121fae408d0fBd04dF38A3,842.8150021
0x37063ac1175D42E1ad0B89ea0CFD537a0b9715d8,1755.864588
0x517fBDc39fc6B8eA12E54551C200351dc5949C07,5443.180222
0xe0269E3aAC2dAcf53d9CC19D8aee6C62372bD04d,35.11729175
0xb65AeA2fE9c7d15f84fC669FFd594F131BF837E0,35.11729175
0x7B58F7C2a721C12fed31cB730e45AD7c4AE727E1,175.5864588
0xDB17b710f18f0d1dcB55f53e2bfbC8b6121216C8,35.11729175
0xf73b910A78B7808C2FB755668ca4C4F8138a13b5,3546.846467
0x63f9e5C1aC61e61b383b213577d7f95Da046b817,35.11729175
0x7C1810058362f12aD1Ee2e43A409082Dde295621,3195.67355
0x6988BAee44025B954B4959e92FD9cdbF1A0C69Fa,3020.087091
0xB6fB13Cb4ee0bb81Ee5187FDb4e22Ccce2C658f8  ,4459.896053
0xf00e4BA71eAf2928d1A32648cFCD026fe90e945D,35.11729175
0xb1c1E5d2D1e77515fC7f87058Ac363437085A28b,6005.05689
0x429dcec7E94Be4E62AE619c19dc5584A6c61B386,737.4631268
0xa321e5dFBF1aC0f89C4BD5324182ecd6BB0d6406,2844.500632
0x18EF6b87B9d34B2BEc50C5A64ecb642F5a842d8b,5934.822307
0x139416ae82Cf89275FcbF178a26BBA127D83472c,35.11729175
0xb1575626c6F54c4E45fED1d3680223f424A2c953,4424.778761
0x616a80a2825923623DAAAC13fF3FB4Cd8c375CF6,35.11729175
0xBaC0faDe7926b1b294ee1681aC4463012dd4B3Ea,35.11729175
0xcf27E846ccAD32208Aa19Aa5505aAc35C3FB9dF1,3230.790841
0x07f964aBfC00f9571B392d78D0E8D0a303f527E9,4073.605844
0xA1601dca437De4525442dcEC421580cCD94c5AD2,3195.67355
0x670563c34B7889e9A6AA2f4Fdb7d95a2f0ddeeF6,4073.605844
0x34f00f69CCb9D8B127e846edB85D86485f64d161,2668.914173
0x40435db6D3F780F7AccCE2d362f617082Dfcf5E3,3020.087091
0x10f80D264Bdc3005a0171Ef2A6528f26a26A8002,5302.711055
0x261ba9D5216C2ec26fdFb30C37C27bD0b34C61D4,3792.667509
0x3379a0BD54F99041f5E4E4bD884b13bF47d3B73F,5478.297514
0x7Fd64F422cc71Ae9A3173831ab7C82030901AAF7,3371.260008
0xA6152ec2FAE5658eBF1Be400c13A706598190693,3722.432926
0x5fBdC3E2C3F1C39C3E67d884A052D2420F605580,5302.711055
0xD48F2114BE4d999A139aFab5b49A57F39B8C460d,5478.297514
0xaa869ee86B2a41c4b5982cE45711257008d4B948,35.11729175
0x75521BdCD2C0830C88Ac686E32A3A497d6D868Cf,5653.883972
0x56B63533b5CB700876e8F15838E514BF995d7424,5302.711055
0x59fe43CD218d13f07985D655Ed4EA79FE6276Ca7,6005.05689
 0x2E5547e845fad56639FDb3799c788BF51513e748,175.5864588
 0xB5A017b6df4bCE0f61b54894EeF644dca9765a63,35.11729175
0x2016deDc02912bE50DbeD8e8093D1e3fF528bf54,386.2902093
0xF017b2648063bC3d3E25da945c0ac4d15Bd16BBA,3020.087091
0x277832De52548870c0D5C71dA0D1fF55d8b55BfC,1545.160837
0xfe542662e344760AfBa1670b96552aB87BC8eccb,3617.081051
0xE7d2aC0d53175a43869a366d76A52e81e1a4068c,2493.327715
0xaBB70cCB7644eF330beCcD7092F12c710bab1ed0,3020.087091
0xfAB9cf127748065fd2178a605B25005c82c646A5,210.7037505
0x2D87756A3BF6C3e6a3f86cb9b1542d2dfdC1a095,210.7037505
0x97Ab56a283c2d269Aa2DF2ea271e3D621399cEDd,5302.711055
0x9fdF3123A1822971ceBd7F325b966515746E99a4,2317.741256
0x1c2daB0bC25205e34C7787ccf5F20B9A20B0B410,4459.896053
0x0127F7553E3D91BBA38626490773a49C4b4C9e7C,5443.180222
0x44BD8745AB637cAd4fcD384fb3e72dAD9FF5E627,3020.087091
0x1E7Af8a085e65776f93EBE05A8Bb8f00495f6a2E,5127.124596
0xDA38C2A855f7774266E1f998172e0fB3E822cf0d,5689.001264
0x17cC339601c1d26b6b86438A124d58AcEef28E16,5724.118556
0x12dC169f15A10c095A3fF235F9d7fFD6a1D19a13,3546.846467
0x26d0E47991E79ca7Ba3519633CB08695e555D0f7,35.11729175
0x85A363699C6864248a6FfCA66e4a1A5cCf9f5567,35.11729175
0x36C061f08994137ADf36FF41B1B398A26Ec14A4e,4951.538137
0x730233F6Fbe2b244bd3201620d727Db0C3380e66,4951.538137
0x399b3b6a9e0499E967E1561E3a30580866f214f4,1966.568338
0x8bDA2eD8781C2f2D9054Ec98d55677aD6a92Ff73,913.0495856
0x011fC3dB9FDCAD3a70E5092b668735B7BeF0E1FB,3371.260008
0xe637aDddC4a3d3411a568c90B14fEA8583aa4928,3546.846467
0xbFDb9966030abE0D965d30E29e11d12A8e1ba36f,3862.902093
0x994D4C1CF2635F59a66A585F04f2ebbb106D43Ba,3020.087091
0x6313f6bd9E6910D52e17096FE2cB7a414A73DC64,2493.327715
0xa0DC3bdaF43E16f771B773183D5aa98Cf58280c2,35.11729175
0x95631Ac12EbdFb23ed83Af61664fe22f537325e9,2493.327715
0xD72785F41242F29f86239e9a42B4d48a18F84039,2071.920214
0xea9Ff8b7209d4c4ccC55f7B7dc4Ec49086abBf6e,6005.05689
0x2C079C5604CF32fBFc5cA52a3bd6a8abE477e69B,2107.037505
0x09C2dAf764D124E4154c61d350CC9a5E841584db,2317.741256
0x3767d1D9833F952B8f78B1F52F88eB58B0aadC0E,35.11729175
0x7D0c737248Aa04754a58ca66630b39f1B81534b8,1193.98792
0x7fcccD2cDa09d48FC6775f802b535Ed504d721Dd,210.7037505
0xF3B1A93Ba1eba2D0B43Ea9D1364Bc7d5014dD003,3898.019385
0x7Ca4eFf02cfdcb8D871e11130DDf58586A853bef,5478.297514
0x0c9E238036B1c2EDCaacD0A5345C79F4FD422B85,6005.05689
0x1D828851050C968bd6e3697Fc89995576017C35F,3371.260008
0x25f1A5D4E4ac5a3f7e51b5bDd046c6eb0fe910Fa,5829.470431
0xdcb2595f8131f9ca01C856F91C4Af748bA36a97B,35.11729175
0x30551758bDc64e4ed5EFD320B83127BDA068e65F,35.11729175
0x34d341daeEe3A07A187DD9118a4e5f305b0C1160,210.7037505
0xe2Be3a0E3736104300fb0dc9E46Bf3D5417A31b9,3020.087091
0xaD33f43CB3DdC2DBD5A5EB09B12423066041a219,5478.297514
0x4c1ac9fa9AA8eFb7F975d7e0610004c456DF352F,3722.432926
0x52d1971C0d1245BADaad361394F7Fb0F10421D01,561.8766681
0x0ab5B54c56656bA0159bA72c99E855aCf4808727,35.11729175
0x3F0CFF7cb4fF4254031BcEf80412e4Cafe4AeC7A,3020.087091
0x64Ac8E3468054AE473C872D880F12d305E9FB809,2352.858548
0x27e639C9176A8816FB37Cc135A02F102129fcD91,2844.500632
0x141CF68Ad37F924Cfe7501caB5469440b96AB6e3,2493.327715
0x4CA2586e097d50E0a0dbD3CFc1f8c1b1b0429f43,2177.272089
0x2826122a77193179C31C8F554fd5322A351F1CbE,1790.981879
0x2eB60fDb9eE26Ac2bCa65DEa25769c8299B4B7c1,35.11729175
0x63e1f12A095235644fc393366ae03fAFB33503f0,5478.297514
0x0881e242A1E9f9ba80d0800834DAe4549D4A3fd8,5478.297514
0xF1827B4De7d2fb07b3851ab828F403E051CDbE51,5443.180222
0x36de7522427132e87a26d48e8897380a377C240B,3020.087091
0x4Ae8F25590DF1209cAb96C50dbd96928f3878066,737.4631268
0xCe14C69fED3De8F8ad249263A5f33569057c7199,6005.05689
0x51ec49876fD0F9e4Bf72998fB24CD82e05802fBb,4775.951679
0xa98410Ff82C5cF4d383F89f0fe3B1fb22d55c561,4073.605844
0xE7313c8C505495A6D330511a149e22207c82887E,4600.36522
0x336CCB08dBbdbC1c055c381476fe3215e77ea0cb,2879.617924
0xd581675bdbd8be8565c30279A7d96Bd7439f79bB,5302.711055
0x18d0E72b9F4ea74e4f6C40c203d4a14Ed60cd9ff,4986.655429
0x85b7F517BB277f6a850c865d47B0A102D0a7F18e,5127.124596
0x33A924165E1F2bE5142FD19d1b2f091CB23bfd3F,2142.154797
0x68989F868aeC31C32BD4ca72E7258Cd81E0dfc58,2563.562298
0xAD6583B2B07E615D4866976F6ead84F71Ee3452b,2598.67959
0xE86D84fc092F30EA3ede0Bbf954b14eAE3E1dC24,35.11729175
0x8F58aFa3EcC49AE55B6DB7DBDb07bCecC7beF8D5,2633.796882
0x9F4f3973334753a9ABfE18A9B6889192c51F2876,3371.260008
0xCf617efDc07cc2c0b263df8308AaCe22ae713650,5302.711055
0x9F9eE72567E1e427596d8dE9b19919D833A4feD6,2774.266049
0x57c490A6dC77b3801b009249E703E9D184a4A325,2493.327715
0x615b7e46598D80286ADf48d0096D0B9bC10a7067,3020.087091
0x3B67964a7a49D9B3aaAF9eBbE126d86BBb7a523E,4389.661469
0x841429eAf56c09B5F953B467eDD3122BcCfc8682,2844.500632
0xC69e3CD404c4Eee62A9BA237a6cE76a49980BF9a,2493.327715
0xfe5E197daC987c65a1CA1a92aBF7E9392C984889,35.11729175
0x1669E967008Be73A74359eE122353Dba8f899114,1264.222503
0x77e39C531F7f26CCC9cFF2B92d86d25f64dF79eD,280.938334
0x11223CDaAca042Ec7f355A023056A6F5C6edC31C,35.11729175
0xD7Da676eD28494460E741A5CAf60F69CFF313973,35.11729175
0xAF8c37882bFfdB2ea76efDaE1eb7726eee63583B,35.11729175
0x457c245f5F6D70aDBE5E6C98aef9659607904469,2668.914173
0x2Cbc78b7DB97576674cC4e442d3F4d792b43A3a9,351.1729175
0x5BFE292438224573e8B98E6A0E545f530f522520,5302.711055
 0x40E87D23dcE3ea8df9AF9f625bdbf98795718AdF,35.11729175
0x5D182647a52dc426F2E6B16DC45B2DdF7eB23972,1053.518753
0x3E90e83a1Bf89dcD320361eA88EfB626F0bFa67b ,1931.451046
0xD2b5e55255A02fF1F334386Ab0f7c9e048b8dEa6,5021.772721
0xf98729F1dA77c604B0B7d72d94881813eC501f3a,35.11729175
0x3439Ea50eD00e9Ba69D195eb0B5b403b3ba5FbA2,6005.05689
0xD357BFd9e02A73739851bfb5F857A0fEB1F549Bb,210.7037505
0x3B05f9fB8e42F44deFFE02DFa2781FAf44253349,4951.538137
0xd89491E8E216b25fB9a5d32a3fDCF6c5270C665b,5197.35918
0x9bb3b68871024187336048B51b98f768a6C50460,35.11729175
0xA4c9EF9d18962949A9C8EdeFfb0327776927b804,5021.772721
0x65B1114F9448996d455B3b15C18767ec418F594B,5899.705015
0x0F477CE6Dc9d2800E83725652c602a4f18C4A45d,5302.711055
0xAA384877E4083aCCA0F1c5807633D97169552666,1264.222503
0x406fd72901BEDC506ff92dCF9232994CDe8E5a7B,5583.649389
0x549E9e8AcC63aD478e43719D0e665F5F45EE49C8,4249.192302
0x59667a9fa812f67D1B1cF63ABbCeb337D7093e50,1545.160837
0x425e3F20F26FbF22a1B893446fa2C9C999548353,948.1668774
0xFD1742bE084f1Eee07096226e75ea1AC70771Bb2,35.11729175
0xf1562229948b18146dBf352372010ceD717dd0C0,737.4631268
0x7e5Ef57bc1736C31d30a713725965aBbE4d93bFF,1158.870628
0x372cC3508387B2Bc947dF820658e8026F46805db,5127.124596
0xf2734359b5cf638B783e28EB1eC0729772616aB1,245.8210423
0xBfD3715c1E0A307914B7f12133d48bb3dF455aa1,1790.981879
0xa557E8E101ab2cB563Ed904871015637D97eae0e,5127.124596
0x2e04FA2e50B6bd3A092957cAB6AC62A51220873C,386.2902093
0x857D27B63Cb4fDE55AB840eaCcDd8513AE1e324B,1334.457087
0x609D59802E42227942CECa5B421D0d3141CD0969,1826.099171
0xcF385E9b7A6080a7CC768F5B0E2D5dcE593e1Eb0,5302.711055
0x59B53cc87248DEFb36b600A0895372dD7908813b,737.4631268
 0xac3327DA2c123c7F9AA64003a72C5548B01FB0ee,2282.623964
0x4050B974c8236365fd44A8A4304590c8d82dF670,2317.741256
0xcaF331Fe0dec58F286728343BCFae7Cb1A540300,6005.05689
0x08B62E5C3c527f5081DB14Aff85B9E9f3Bc75079,1755.864588
0x9Ef73413a9af98793BA29703b0552cF669924956,1439.808962
0x596e5df8D7f9F9df77c765a94BE54f348C1A85c4,1229.105211
0xA995509FA9f4fFdC6c71737483D117a8D48E35f6,3546.846467
0xdb2aDE6113be421DFf5684400801a62Cea0031E9,6005.05689
0x2D32E965094bD0E786bbaEF27099309DA83fe25d,2914.735216
0x117fD75eaD1a0E76407BD255a2d2582C5D2f3446,561.8766681
0x5001C485cd7245bB3bbAEB464882cD314f06c864,2142.154797
0xDaB1109E1B1A3eC348e6A247002CD8431721A4A2,1931.451046
0xB23A04a3E08fffE865aB2ccc854379E1a5Dca2f3,5162.241888
0xB25819f1aC286B6A3619dd404202d3917D34112E,1685.630004
0xa1a152b50E27F9ac79194E75be87DC9AAff727b0,2563.562298
0x8069ABD6ffbd9B1da4F220d9DdDD4878A1D5b75B,2387.975839
0x740D4B3119b956c1d19608da39730499DBCE4C01,35.11729175
0x74B94f1B7f3B9ac9267f63fB9F12b1Da1AaE0eC5,2142.154797
0x314c30A54dd24A2B1cD9cA7872bbA0dF1875eEcB,2001.68563
0x6cf1983769Db66c506Ccb1B9ea9927cc81118bBE,35.11729175
0x685020F2C38b2b7176F172396d2aa9e5C1e31028,6005.05689
0x417FD65560a8168aC2FD45C67d8923F07d3FB7f3,2668.914173
0x4B5BCd611B0eEF9C5761e0Bbc2143689eed599c1,6005.05689
0xd350b7E0a2905b9AbF9202792db8f59BB9267718,35.11729175
